,originalTitle,director,startYear,runtimeMinutes,genre1,genre2,genre3,overview,popularity,ID
3077,Les fils du vent,Bruno Le Jean,2012,90,Documentaire,,,(),0.624,https://m.media-amazon.com/images/M/MV5BMTQ2ODRjNWUtMThkNi00ODZjLWIwN2EtZTQ3ZmIwOTQyM2VhXkEyXkFqcGdeQXVyODA1MzcyNjc@._V1_.jpg
3078,Bienvenue parmi nous,Jean Becker,2012,92,Drame,,,"Malgré sa renommée, Taillandier a brusquement arrêté de peindre. Profondément déprimé, le sexagénaire décide de s'en aller. Il n'a pas d'objectif clair et n'explique rien à ses amis proches. Au cours de ses voyages, il fait une étrange rencontre avec Marylou, une adolescente sauvage et rejetée par sa mère. La jeune fille perdue et l'homme à bout de souffle voyageront ensemble un moment. Vivre enfin comme un père et une fille, en paix.",1.81,https://m.media-amazon.com/images/M/MV5BOTg2NjkyMTcwN15BMl5BanBnXkFtZTgwMzE5Mzc2NjE@._V1_.jpg
3079,Un homme heureux,Tristan Séguéla,2023,89,Comédie,,,"Jean est maire conservateur d'une petite ville depuis plusieurs années. Il a l'intention de briguer un autre mandat. Edith, sa femme, est le modèle de la femme au foyer et de la mère dévouée traditionnelle. C'est donc un choc lorsqu'elle raconte à son mari depuis quarante ans qu'au fond, elle a toujours été... UN HOMME ! Totalement aveuglé, Jean n'a pas vu cela venir. Pour un politicien faisant campagne sur les valeurs familiales, c’est trop ! Mais Edith, toujours l'épouse aimante, passe un marché avec lui : elle reportera sa transition et restera une femme jusqu'après les élections. Mais comme nous le savons, les campagnes visent avant tout à déterrer des saletés pour faire tourner le moulin à rumeurs.",4.411,https://m.media-amazon.com/images/M/MV5BZGVhY2IzYTUtOTlkYi00Y2I0LTk3MDQtNWNhYmQ5MzAzYTY0XkEyXkFqcGdeQXVyMDA5MDg4Nw@@._V1_.jpg
3080,Divertimento,Marie-Castille Mention-Schaar,2022,110,Biographie,Drame,Musique,"95-96, année de lycée. A seulement 17 ans, Zahia Ziouni prend conscience que son rêve de devenir chef d'orchestre et son ambition de rendre la musique symphonique accessible à tous et sur tous les territoires, passera par la création d'un orchestre unique par sa diversité et sa composition. Aidée de sa sœur jumelle Fettouma, violoncelliste, et alors qu'elle s'apprête à diriger son tout premier concert, elle crée l'orchestre Divertimento. Cette dernière existe toujours et, à 44 ans, Zahia est désormais une chef d'orchestre reconnue mondialement.",2.223,https://m.media-amazon.com/images/M/MV5BYmVkMmNkM2ItY2Q4ZC00MmYyLTlhZmQtYWM1MGVmOGEwNWY5XkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_.jpg
3081,La vie pure,Jeremy Banster,2014,93,Aventure,Biographie,Drame,"1949, un explorateur français part en expédition solitaire dans la forêt amazonienne. Il laisse derrière lui un journal qui reflète le sens de Pure Life et de ses rencontres mais laisse entier le mystère de sa propre disparition. Basé sur une histoire vraie.",0.652,https://m.media-amazon.com/images/M/MV5BMjM4MDA5MDAwNl5BMl5BanBnXkFtZTgwODc5NjI0NzE@._V1_.jpg
3082,La fleur de l'âge,Nick Quinn,2012,83,Comédie,Drame,,"Gaspard Dassonville a beau avoir 63 ans, il refuse obstinément de montrer son âge. Producteur de télévision bien connu, il s'amuse avec des femmes qui ont la moitié de son âge et la vie n'a jamais été aussi belle. Puis, un jour, son âge le rattrape de plus en plus, lorsqu'il est contraint de s'occuper de son vieux père Hubert. Vieillard indomptable, Hubert parvient bientôt à bouleverser la jeunesse illusoire de son fils, mais les choses prennent une tournure inattendue lorsqu'une aide-soignante à l'imagination colorée s'interpose entre eux...",1.621,https://m.media-amazon.com/images/M/MV5BM2M1N2M3MTYtYzI3OC00YjhlLWJlNGYtN2FkZWRhOGFmYTQyXkEyXkFqcGdeQXVyMjAyMTY4NA@@._V1_.jpg
3083,Vincent doit mourir,Stéphan Castang,2023,115,Comédie,Drame,Fantaisie,"Il suit Vincent qui se retrouve attaqué sans raison apparente du jour au lendemain. Lorsque le phénomène s’intensifie, il doit courir et changer complètement de mode de vie.",5.099,https://m.media-amazon.com/images/M/MV5BZDVmN2ZjMmEtMjlhZC00ZDdhLTlkZTctOWMyNTkyMWUyMTQ5XkEyXkFqcGdeQXVyNTE1MDU0NzY@._V1_.jpg
3084,Les beaux jours,Marion Vernoux,2013,94,Drame,Romance,,"De beaux jours à venir ? Caroline a enfin pris sa retraite. Une nouvelle vie l'attend : le temps de prendre soin de ses enfants, de son mari et, surtout, d'elle-même. Mais elle se rend vite compte que cette liberté nouvelle est synonyme d'ennui et de farniente. Surtout lorsqu’elle reçoit comme cadeau d’anniversaire une adhésion au club des seniors de son quartier… Réticente au début, elle décide néanmoins de franchir le pas. Bizarrement, elle y rencontre des gens formidables, à commencer par le jeune professeur d'informatique, qui est loin d'être insensible à ses charmes. Caroline reprend progressivement le contrôle de sa vie et vit une seconde jeunesse : prendre un nouvel amant, vivre de nouvelles expériences, enfreindre les règles, ne pas faire ce qu'on attend d'elle… Qui a dit que la retraite était le début de la fin et non un nouveau départ ?",5.522,https://m.media-amazon.com/images/M/MV5BOGM4YWYyZGYtNWI2Zi00MWNmLTg4YjUtNGEzYzNiOWQzMGZjXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_.jpg
3085,Jacky au royaume des filles,Riad Sattouf,2014,87,Comédie,,,"Le film se déroule dans un monde, la République Démocratique Populaire de Bubunne, dans lequel les femmes détiennent le pouvoir et les hommes sont obligés de porter le voile et de rester à la maison.",8.821,https://m.media-amazon.com/images/M/MV5BNzIzMjIzZDEtNTRjOS00ZDM0LTkzZGQtNDNiMGQ5NTdlNzdkXkEyXkFqcGdeQXVyMTEyODk3NTgz._V1_.jpg
3086,La Cordonnière,François Bouvier,2023,104,Drame,,,"La Cordonnière retrace l'histoire de Victoire Du Saut, fondatrice de l'industrie de la chaussure qui sera à l'origine de la fortune des Dufresne, plus connus pour le château qui porte leur nom.",0.84,https://m.media-amazon.com/images/M/MV5BNGEzYWM2NzgtMjRkOC00MWY2LThmMDQtMDY1MzgzY2I1YWE3XkEyXkFqcGdeQXVyNTc2OTczMjQ@._V1_.jpg
3087,Comme par magie,Christophe Barratier,2023,93,Comédie,Drame,,"Victor, jeune magicien en pleine ascension, élève seul sa fille Lison. Mais Jacques, son fantasque beau-père, s'immisce contre son gré dans l'éducation de la jeune fille. Un duo improbable qui aura pour arbitre Nina, l'amie d'enfance de Victor, au caractère bien trempé.",1.382,https://m.media-amazon.com/images/M/MV5BN2YxZjU3ZTAtODVjNC00MGM4LWEyNjEtYWU5MmExZGY1M2FkXkEyXkFqcGdeQXVyMDA5MDg4Nw@@._V1_.jpg
3088,Sarah préfère la course,Chloé Robichaud,2013,97,Drame,Romance,sport,"Lorsque Sarah a la chance d'aller dans une université de premier ordre et de rejoindre son premier club sportif, sa mère de banlieue a peur du changement et refuse de l'aider financièrement. Mais le colocataire de Sarah sait qu'ils obtiendront une bourse s'ils se marient. Sarah accepte mais seulement pour découvrir que son véritable cœur est ailleurs. Sarah préfère courir.",1.842,https://m.media-amazon.com/images/M/MV5BNmZiZGE0YTktNGUxNy00Y2MxLWJlMjktMDhhYWFjNmRhYzcyXkEyXkFqcGdeQXVyMjMxMzQ3ODA@._V1_.jpg
3089,"Toni, en famille",Nathan Ambrosioni,2023,96,Comédie,Drame,,"Toni élève seule ses cinq enfants. Un emploi à temps plein. Elle chante aussi le soir dans les bars. Tony a du talent. Elle a enregistré un single à succès. Mais c'était il y a 20 ans. Aujourd'hui, alors que ses deux aînés se préparent à aller à l'université, Toni se demande : que fera-t-elle lorsque tous ses enfants auront quitté la maison ? A 43 ans, est-il encore temps de prendre le contrôle de sa vie ?",3.657,https://m.media-amazon.com/images/M/MV5BZWE1NzgyNzUtZDI3My00ZDA5LWI1NjgtMDRhNmMwMDg0ZWQwXkEyXkFqcGdeQXVyMTc5NTU1NDU@._V1_.jpg
3090,Vic + Flo ont vu un ours,Denis Côté,2013,95,Crime,Drame,Thriller,Deux prisonniers récemment libérés apprennent à vivre dans une cabane à sucre au cœur de la forêt.,3.21,https://m.media-amazon.com/images/M/MV5BODg1OTNhZDYtNGM4MC00NjNmLWIwZjQtYzYwM2U1MzU4MjZiXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_.jpg
3091,Thugs of Ramaghada,Karthik Maralabhavi,2023,118,Crime,Drame,,(),0.84,https://m.media-amazon.com/images/M/MV5BNzk2MWFmNjMtOWJjZS00ZmUxLWE3NTYtMDYxZWZmNzlhYTk1XkEyXkFqcGdeQXVyNTk0OTMwMjI@._V1_.jpg
3092,Souvenir,Bavo Defurne,2016,90,Drame,Musique,Romance,"Un ancien chanteur de concours de chant européen, disparu dans une usine de pâté, tombe amoureux d'un jeune aspirant boxeur. Ensemble, ils décident qu'elle devrait tenter un retour.",3.434,https://m.media-amazon.com/images/M/MV5BZmJkZjVhNGUtOTg4MC00YzAwLTg4ZjEtZjAxYmVlNTlkOTgyXkEyXkFqcGdeQXVyNTQwMDA5NTg@._V1_.jpg
3093,Max,Stéphanie Murat,2012,83,Comédie,,,"Max a 6 ans. Elle vit avec son père Toni, un petit escroc au cœur d'or. Pour Noël, Max lui offre Rose, une call-girl trouvée dans la rue et dont elle est très friande. Malgré la situation compliquée, Toni va avoir du mal à refuser le « cadeau » de sa fille et doit cohabiter avec Rose.",6.242,https://m.media-amazon.com/images/M/MV5BYWM5ZTFiNjItMzdhZS00MTA3LWE2ODMtYjM3MzMwMWY0ZWRhXkEyXkFqcGdeQXVyNjU2NTU0MjE@._V1_.jpg
3094,Rue Mandar,Idit Cebula,2012,95,Comédie,,,"Lorsque leur mère immigrée polonaise bien-aimée décède, les sœurs Emma (Kiberlain) et Rosemonde (Devos) et leur frère Charles (Berry) sont obligés de faire face aux séquelles personnelles et physiques, notamment l'appartement confortable et démodé où elle vivait dans la rue titulaire du film (située au cœur du 2e arrondissement chic de Paris).",1.492,https://m.media-amazon.com/images/M/MV5BNTkyOGQzNDctOWE5My00Mzg2LTg2NTMtZTRlN2NjMTZlNTY1XkEyXkFqcGdeQXVyNDM1NzQzODA@._V1_.jpg
3095,Réalité,Quentin Dupieux,2014,95,Comédie,,,"Un producteur donne 48 heures à un réalisateur en herbe pour trouver le meilleur gémissement de douleur, digne d'un Oscar, comme seule condition pour soutenir son film.",6.729,https://m.media-amazon.com/images/M/MV5BODg5NjhkODQtZDIyMi00NDI1LTg5ZGYtNDQwZWU3ODk4NTUzXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_.jpg
3096,Rendez-vous à Kiruna,Anna Novion,2012,97,Drame,,,(),1.02,https://m.media-amazon.com/images/M/MV5BZWFhZWE0ZGMtZjIyOC00YzIwLWE3OWUtOTdjYzQ1NDUxNTc3XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_.jpg
3097,J'accuse,Roman Polanski,2019,132,Drame,Histoire,Thriller,"En 1894, le capitaine français Alfred Dreyfus est reconnu coupable à tort de trahison et condamné à la réclusion à perpétuité au bagne de l'Île du Diable.",10.03,https://m.media-amazon.com/images/M/MV5BMmZlZmQ1N2YtMDhlOS00NmIxLTgyZTktNDI2YzRkMmE1OTIyXkEyXkFqcGdeQXVyNjAyNTIzOTM@._V1_.jpg
3098,Adieu Berthe - L'enterrement de mémé,Bruno Podalydès,2012,100,Comédie,Drame,,"Un chimiste de province en proie à une crise de la quarantaine doit choisir entre enterrer sa chère grand-mère décédée et l'incinérer dans cette comédie de mœurs décalée mettant en vedette Valérie Lemercier, Denis Podalydes et Isabelle Candelier.",4.613,https://m.media-amazon.com/images/M/MV5BMjEzODUxMjU2OF5BMl5BanBnXkFtZTgwOTcxNDk3NzE@._V1_.jpg
3099,Arrête de pleurer Pénélope,,2012,84,Comédie,,,"Chloé, Léonie et Pénélope, trois amies qui ne se sont plus vues depuis de nombreuses années, se retrouvent dans une étude de notaire. Il semblerait que la tante de Chloé, chez qui ils passaient leurs vacances d’été, soit décédée et leur ait légué sa maison à la campagne. Les trois jeunes femmes acceptent de passer le week-end à la maison, de la vider pour pouvoir la vendre. Dès leur arrivée à la maison, de vieux souvenirs refont surface. C'est le début d'un très long week-end...",1.139,https://m.media-amazon.com/images/M/MV5BMmQyNjBkNTMtN2NiYi00ZDNjLWIzNzgtNzFlNzdjM2E3YWMxXkEyXkFqcGdeQXVyMzY0MjI4Mzc@._V1_.jpg
3100,Au galop,Louis-Do de Lencquesaing,2012,93,Comédie,Drame,Romance,"Ada était bien installée dans sa vie, elle en était satisfaite, ou pensait l'être. Elle faisait partie d'un couple qui semblait heureux, elle avait eu un enfant, allait même se marier, et paf... elle a rencontré Paul... Et ce Paul était en plus un écrivain, qui vivait seul avec son adulte. fille, a eu une mère excessivement intrusive, et a eu la malheureuse idée de perdre son père alors que cette histoire venait à peine de démarrer... La vie commençait à s'accélérer. Il était temps.",0.986,https://m.media-amazon.com/images/M/MV5BNjFkMjUyMDctMmQ4ZC00YzY5LWI4NjgtYjU0ODg1NDJlYmU0L2ltYWdlXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_.jpg
3101,Journal de France,,2012,100,Documentaire,,,"Un journal, un voyage dans le temps. Il photographie la France, elle retrouve les images inédites qu'il a si soigneusement conservées : ses premiers pas derrière la caméra, ses reportages télé du monde entier, des bribes de leurs souvenirs et de notre histoire.",1.4,https://m.media-amazon.com/images/M/MV5BMjI1ODIxNDA5Ml5BMl5BanBnXkFtZTgwNzg5NDAxMzE@._V1_.jpg
3102,Les invisibles,Sébastien Lifshitz,2012,115,Documentaire,Romance,,"Plusieurs hommes et femmes homosexuels âgés parlent franchement de leur vie de pionnier, de leur décision courageuse de vivre ouvertement en France à une époque où la société les rejetait.",4.099,https://m.media-amazon.com/images/M/MV5BMTQ4MjI4NDkwNl5BMl5BanBnXkFtZTcwNDI5ODk3OQ@@._V1_.jpg
3103,Adieu au langage,Jean-Luc Godard,2014,70,Drame,Fantaisie,,"""C'est un sujet simple. Une femme mariée et un homme célibataire se rencontrent. Ils s'aiment, se battent, les vents pleuvent. Un chien erre entre ville et campagne. Les saisons passent. L'homme et la femme se retrouvent. Le chien s'interpose entre eux. L'autre est dans l'un d'eux. L'un d'eux est dans l'autre. Et puis il y a trois personnes. Un deuxième film commence. Et pourtant, pas du tout. espèce humaine, on passe à la métaphore. Cela finira par des aboiements et des cris de bébé. -JLG",7.622,https://m.media-amazon.com/images/M/MV5BZDJjMTQ1N2YtN2IxMi00OTliLWI2MDMtM2Q4YzZhMDJjYmU4L2ltYWdlXkEyXkFqcGdeQXVyNzIwNjc5NzA@._V1_.jpg
3104,Une chanson pour ma mère,Joel Franka,2013,95,Comédie,,,(),1.014,https://m.media-amazon.com/images/M/MV5BMzA0ZDc1NDItZWQyNS00ZTJlLTk3ZGEtNjU1NzI0MjQyZTAxXkEyXkFqcGdeQXVyNjkyMzk4NzM@._V1_.jpg
3105,Le jour attendra,Edgar Marie,2013,92,Crime,Thriller,,"Incapables de rembourser leurs dettes, Milan et Victor, meilleurs amis et copropriétaires d'une discothèque parisienne, se laissent entraîner dans un trafic de drogue qui tourne mal. Torturés par la police, ils négocient leur liberté contre un témoignage accablant qui condamne leur liaison psychotique à la prison. Six ans plus tard, le cauchemar des hommes recommence lorsque le psychopathe obtient sa liberté. Aujourd'hui, sans s'être parlé depuis des années, les vieux amis se réunissent à nouveau pour survivre.",1.4,https://m.media-amazon.com/images/M/MV5BMjAxNTQ5ODU3MV5BMl5BanBnXkFtZTgwNTU0NzA2MDE@._V1_.jpg
3106,Denis,Lionel Bailliu,2013,85,Comédie,,,"Par deux fois, Vincent pense avoir trouvé la femme de sa vie. Par deux fois, sa femme idéale l'a quitté pour le même homme : Denis. Aujourd'hui, Vincent vit une heureuse histoire d'amour avec Anna, mais il craint que l'histoire ne se répète. Il essaie de comprendre son adversaire. Qu'est-ce qui le rend si irrésistible aux yeux du sexe opposé : son goût pour les chemises voyantes ou le fait qu'il enseigne la lutte comme s'il s'agissait d'une philosophie ?",2.814,https://m.media-amazon.com/images/M/MV5BNjJmY2ViZjUtZGE0YS00NjRmLWE4YTItNzcwYmY0MjQyNGZiXkEyXkFqcGdeQXVyNjU2NTU0MjE@._V1_.jpg
3107,Hors les murs,David Lambert,2012,98,Drame,Romance,,"Paulo, jeune pianiste, rencontre Ilir, contrebassiste originaire d'Albanie. C'est un coup de foudre. Confronté à Anka, Paulo se retrouve à la rue. Malgré les réticences d'Ilir, Paulo emménage avec lui. Un jour, alors que Paulo promet qu'il aimera Ilir pour le reste de sa vie, Ilir quitte la ville et ne revient pas. Quelques jours plus tard, Paulo découvre qu'Ilir est en prison et les deux amoureux entament une relation déchirante.",3.58,https://m.media-amazon.com/images/M/MV5BZDJiZjYxYWQtOWE2MC00YTk5LThlYjctMTlmZGFjZjQyNzZjXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_.jpg
3108,Tip Top,Serge Bozon,2013,106,Comédie,Crime,Thriller,"Deux policières des Affaires intérieures arrivent dans une commissariat de province pour enquêter sur la mort d'une Algérienne qui était informatrice. L’un frappe, l’autre regarde, pointe en haut.",2.055,https://m.media-amazon.com/images/M/MV5BMTcwNzcwNzA1N15BMl5BanBnXkFtZTgwOTEyNDEzODE@._V1_.jpg
3109,Une place sur la Terre,Fabienne Godet,2013,100,Drame,,,"Antoine est un photographe joyeux mais désenchanté. Son seul véritable ami, Mateo, a 7 ans et est le fils de son voisin, souvent absent. Un jour, il entend une sonate pour piano venant du bâtiment de l'autre côté de la cour. Hypnotisé par la musique, il devient obsédé par Elena, la belle mais mystérieuse pianiste, et commence à la photographier à chaque occasion. Une relation intense se noue entre Elena, fragile et idéaliste, et Antoine, transformé par cette rencontre.",3.307,https://m.media-amazon.com/images/M/MV5BMTg0MDQ0MDY3OF5BMl5BanBnXkFtZTgwMDM1OTUwNDE@._V1_.jpg
3110,Le passé,Asghar Farhadi,2013,130,Drame,Mystère,,"Après quatre ans d'intervalle, Ahmad retourne auprès de sa femme Marie à Paris afin de faire avancer leur divorce. Lors de son bref séjour, il ne peut s'empêcher de constater la relation tendue entre Marie et sa fille Lucie. Alors qu'il tente d'améliorer les relations entre la mère et la fille, Ahmad lève involontairement le voile sur un secret enfoui depuis longtemps...",9.612,https://m.media-amazon.com/images/M/MV5BMjE2MDU4MTY2Nl5BMl5BanBnXkFtZTcwNjM5Mjk0OQ@@._V1_.jpg
3111,La traversée,Jérôme Cornuau,2012,97,Thriller,,,"Lola Arendt, 8 ans, disparaît alors qu'elle est en vacances sur une île sauvage écossaise. Brisés par sa disparition, ses parents, Sarah et Martin, se séparent. Deux ans plus tard, Lola est retrouvée exactement au même endroit. Martin retourne sur l'île pour la ramener chez elle. Sa joie de retrouver Lola cède bientôt la place à la suspicion et à la peur. Pourquoi Lola ne parle-t-elle pas ? Qui sont ces hommes qui les surveillent ? Que savait Sarah de la disparition de Lola ? Et qui est la belle et mystérieuse Norah Kross ? Lorsque la météo s'oppose à leur départ, Martin et Lola embarquent pour un voyage à travers l'île avec Norah, en route vers une découverte tragique...",1.841,https://m.media-amazon.com/images/M/MV5BMTgwNDM0NDAtZTA0My00Y2ZlLWFmOTMtZDhmMDhjMDAwN2E2XkEyXkFqcGdeQXVyNjY5Mjk5MjE@._V1_.jpg
3112,Jeff Panacloc : À la poursuite de Jean-Marc,Pierre-François Martin-Laval,2023,90,Comédie,,,Adaptation en long métrage du duo de ventriloques.,2.649,https://m.media-amazon.com/images/M/MV5BZWMzOTBhZWQtMjQ5My00ZmQ0LTk0N2EtOWQxMDY3MTNlYTVmXkEyXkFqcGdeQXVyNTM3MDc5NDU@._V1_.jpg
3113,La Vénus à la fourrure,Roman Polanski,2013,96,Drame,,,Une actrice énigmatique peut avoir des intentions cachées lorsqu'elle auditionne pour un rôle dans la pièce d'un écrivain misogyne.,9.81,https://m.media-amazon.com/images/M/MV5BMjM0ODgyOTM1Ml5BMl5BanBnXkFtZTgwMzI5ODM4MTE@._V1_.jpg
3114,Je verrai toujours vos visages,Jeanne Herry,2023,118,Drame,,,"Depuis 2014, les programmes de justice réparatrice en France offrent un espace sécurisé de dialogue encadré entre délinquants et victimes. Grégoire, Nawelle et Sabine, victimes de braquages ​​et de braquages ​​violents, acceptent de rejoindre l'un de ces groupes de discussion aux côtés des délinquants Nassim, Issa et Thomas, tous reconnus coupables de braquages ​​violents. Pendant ce temps, Chloé, victime d'abus sexuels dans son enfance, se prépare à dialoguer avec son propre agresseur après avoir appris son retour en ville.",7.092,https://m.media-amazon.com/images/M/MV5BY2Y2MWU1NTctYjgyNS00OWU2LWFlOWYtNDE4YTMzZTBhNDA5XkEyXkFqcGdeQXVyMTYzMTY3OTE3._V1_.jpg
3115,Le règne de la beauté,Denys Arcand,2014,102,Drame,,,Un architecte et sa femme voient leur relation remise en question.,7.338,https://m.media-amazon.com/images/M/MV5BOTIyODU4NzcxM15BMl5BanBnXkFtZTgwNTQ3NTkyMDI@._V1_.jpg
3116,Le clan,Eric Fraticelli,2023,92,Comédie,,,"Fred, Achille, Max et Belette forment une bande de truands bons à rien. Échouant lamentablement leur dernier raid, ils décident de revenir dans le jeu en kidnappant Sophie Marceau.",4.668,https://m.media-amazon.com/images/M/MV5BNzc1ODRiMmItOWUxZS00OGRhLWE3ZTMtYTZjNTYyMGZkNjdmXkEyXkFqcGdeQXVyMDA5MDg4Nw@@._V1_.jpg
3117,Swim Little Fish Swim,,2013,95,Comédie,Drame,Musique,"Entre surréalisme, personnages insolites, art et tours de magie, ""Swim Little Fish Swim"" est un voyage onirique de l'enfance à l'âge adulte.",2.564,https://m.media-amazon.com/images/M/MV5BMjExNTY2NTY4Nl5BMl5BanBnXkFtZTgwNTk1Mjc2MTE@._V1_.jpg
3118,Océane,,2013,103,Comédie,,,"Océane, une jeune fille de banlieue parisienne, se fait déposer dans une gare routière. Elle suit alors un inconnu, Oliboy, un étrange musicien quadragénaire qui s'apprête à faire une tournée estivale dans le sud-ouest de la France. Elle découvrira sa philosophie de vie dans un authentique surf camp isolé ; un paradis estival intemporel. Cette histoire d'émancipation sur fond de musique surf et rock dévoile les traces du passé familial chaotique d'Océane.",0.6,https://m.media-amazon.com/images/M/MV5BN2I2YWRhYjgtNGM3MS00OGUxLTlmOGQtMThjYmZhYjEzNGYxXkEyXkFqcGdeQXVyMjc1MjgwNzM@._V1_.jpg
3119,Abus de faiblesse,Catherine Breillat,2013,105,Drame,,,Un cinéaste victime d'un accident vasculaire cérébral est manipulé par un escroc notoire.,2.054,https://m.media-amazon.com/images/M/MV5BYTBiOGRmM2UtZmVmYi00M2M4LTg3YmMtZDI0NTVkY2E2NWM1XkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_.jpg
3120,Paris à tout prix,Reem Kherici,2013,95,Comédie,,,"Maya vit le rêve ultime des fashionistas : elle travaille comme styliste pour l'un des créateurs de tendances français, dans la capitale de la haute-couture : Paris. L'une des informaticiennes de la mode, elle poursuit ses rêves jusqu'à ce qu'une nuit, sa vie prenne un tournant soudain : elle est expulsée vers le Maroc, après avoir été arrêtée pour excès de vitesse, parce que son visa a expiré depuis quelque temps. Ainsi, en moins de 24 heures, elle est expulsée vers sa famille et son pays d’origine. Le fort choc culturel et les différences de jugement poussent la femme à retrouver sa place dans la ville de ses rêves et de ses rêves, coûte que coûte. Mais cela ne veut pas dire qu'elle devra rentrer seule, car elle trouve également d'autres choses sur le chemin du retour vers la ville.",7.122,https://m.media-amazon.com/images/M/MV5BNzZlZDM5NDgtNGZlMS00ZjMzLTgxZDctMGVmNWVhOWFhOWM2XkEyXkFqcGdeQXVyNDY0NDM0NzI@._V1_.jpg
3121,Kirikou et les hommes et les femmes,,2012,88,Aventure,Animation,Famille,"Le grand-père nous accueille dans sa grotte bleue, il restait encore de beaux souvenirs d'enfance à raconter à Kirikou : les moments où il aidait les hommes et les femmes de son village et d'ailleurs... Il nous raconte comment Kirikou, grâce à sa bravoure et son intelligence, est venu en aide à la femme forte. Il nous raconte par quelle ruse le petit héros a retrouvé le vieillard grincheux, perdu dans la brousse, et comment une cerise menacée par la sorcière a finalement pu transmettre son savoir aux villageois. On découvre également le secret d'un mystérieux monstre bleu, et enfin grâce à une flûte liée à la famille de nos petits et vaillants héros, le pouvoir magique de la musique.",7.735,https://m.media-amazon.com/images/M/MV5BYTQ0ZGFlMGMtNTk4MC00MzdhLWJjYjctOTZjNGM4YjZhYTgzXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_.jpg
3122,Tom à la ferme,Xavier Dolan,2013,102,Drame,Mystère,Thriller,Un jeune homme se rend dans une ferme isolée pour les funérailles de son amant où il est rapidement entraîné dans un jeu tordu et sexuellement chargé par le frère agressif de son amant.,10.639,https://m.media-amazon.com/images/M/MV5BMmFiNzQ5MWEtOWU0MS00YjU4LTg2YzAtZDQxMjIwMjAyNzAwXkEyXkFqcGdeQXVyMTA2ODMzMDU@._V1_.jpg
3123,Joséphine,Agnès Obadia,2013,88,Comédie,Romance,,"Joséphine n'aime pas son travail et continue d'avoir des relations sans avenir. Sa sœur et ses parents la poussent sans cesse à trouver un bon mari. Pour les faire taire, elle crée un beau millionnaire brésilien mais son petit mensonge a un revers : elle perd tout pour trouver l'amour de sa vie.",6.332,https://m.media-amazon.com/images/M/MV5BZDU4YmMyNWEtYzk2ZC00NGM3LTllZTUtYzg4OGExMzM5NTBmXkEyXkFqcGdeQXVyNjU3ODUxMTc@._V1_.jpg
3124,Le grand cirque,,2023,85,Comédie,,,"En rendant visite à un ami à l'hôpital, Momo, un comédien au chômage, rencontre Michel, le directeur d'une association de clowns non rémunérés, qui rend visite aux enfants malades. Grâce au soutien et à la conviction de Michel, Momo se lance un nouveau défi : faire rire les enfants, malgré leur maladie.",1.593,https://m.media-amazon.com/images/M/MV5BNmQ0YjRmMzctYzdlMy00YmU1LTg2ZmEtYzE4NWE1NDQ1ZTM3XkEyXkFqcGdeQXVyMTQxMzAwOTk5._V1_.jpg
3125,Dead Man Talking,Patrick Ridremont,2012,101,Comédie,Drame,,"20h dans une prison délabrée. Un prisonnier condamné à mort sera exécuté. Il a le droit de faire une déclaration définitive. Mais la loi ne précise pas combien de temps il peut parler. Donc, tant qu’il parle, l’exécution est reportée…",2.164,https://m.media-amazon.com/images/M/MV5BODhjOGFjZTMtYjNkZS00NDg4LWFjYzMtZTc3MmNmNmQ1MmEyXkEyXkFqcGdeQXVyMTYyNTQzNTE@._V1_.jpg
3126,Les visiteurs: La révolution,Jean-Marie Poiré,2016,110,Comédie,Fantaisie,,"Coincés dans les couloirs du temps, Godefroy de Montmirail et sa fidèle servante Jacquouille sont projetés dans une époque de profonds bouleversements politiques et sociaux : la Révolution française... plus précisément, La Terreur, époque de grands dangers, durant laquelle les descendants de Godefroy et Jacquouille voit son château et tous ses biens confisqués par des aristocrates arrogants, en fuite et les vies ne tenant qu'à un fil.",9.6,https://m.media-amazon.com/images/M/MV5BMzJmNDA4MDQtNjUzYi00YzBjLTgzNjEtM2EzYjZhZTBkYzg3XkEyXkFqcGdeQXVyMTY5MDE5NA@@._V1_.jpg
3127,Rude Boy Story,,2012,88,Documentaire,,,(),0.6,aucune source
3128,Prêt à tout,Nicolas Cuche,2014,99,Comédie,Romance,,"Slacker Max est tombé tellement amoureux d'Alice, mère célibataire, à l'université qu'il a développé un site Web visant à conquérir son cœur. Des années plus tard, après que son entreprise lui ait rapporté des millions de dollars, Max risque toute sa fortune en se livrant à une série de contorsions sociales toujours plus compliquées pour se rapprocher d'Alice, désormais ouvrière d'usine politiquement motivée.",4.542,https://m.media-amazon.com/images/M/MV5BMTg4MjI5ODExMl5BMl5BanBnXkFtZTgwMTY4OTY2MjE@._V1_.jpg
